,fiscal_year,Main_Organization,agency_ic_admin_name,award_amount,duration_days,organization_org_state,agency_state
5274,2009,University of Pittsburgh,National Heart Lung and Blood Institute,327972.0,729.0,PA,MD
5275,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,452446.0,364.0,PA,MD
5276,2009,University of Pittsburgh,National Institute of Nursing Research,318271.0,342.0,PA,MD
5277,2009,University of Pittsburgh,National Cancer Institute,288651.0,729.0,PA,MD
5278,2009,University of Pittsburgh,National Institute of General Medical Sciences,448800.0,320.0,PA,MD
5279,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,273807.0,364.0,PA,MD
5280,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,396267.0,302.0,PA,MD
5281,2009,University of Pittsburgh,National Heart Lung and Blood Institute,378750.0,364.0,PA,MD
5282,2009,University of Pittsburgh,National Heart Lung and Blood Institute,83263.0,364.0,PA,MD
5283,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,240756.0,350.0,PA,MD
5284,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,51710.0,364.0,PA,MD
5285,2009,University of Pittsburgh,National Center for Research Resources,264938.0,339.0,PA,MD
5286,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,378750.0,364.0,PA,MD
5287,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,331406.0,350.0,PA,MD
5288,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,270016.0,364.0,PA,MD
5289,2009,University of Pittsburgh,National Heart Lung and Blood Institute,371250.0,364.0,PA,MD
5290,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,306823.0,729.0,PA,MD
5291,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,590913.0,364.0,PA,MD
5292,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,498326.0,1095.0,PA,MD
5293,2009,University of Pittsburgh,National Institute on Aging,298337.0,305.0,PA,MD
5294,2009,University of Pittsburgh,National Heart Lung and Blood Institute,126225.0,364.0,PA,MD
5295,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,156035.0,364.0,PA,MD
5296,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,166650.0,729.0,PA,MD
5297,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,442957.0,345.0,PA,MD
5298,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,278677.0,1217.0,PA,MD
5299,2009,University of Pittsburgh,National Institute of Mental Health,149825.0,364.0,PA,MD
5300,2009,University of Pittsburgh,National Institute on Aging,362933.0,333.0,PA,MD
5301,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,949875.0,364.0,PA,MD
5302,2009,University of Pittsburgh,National Institute on Drug Abuse,387640.0,304.0,PA,MD
5303,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,620268.0,364.0,PA,MD
5304,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,62292.0,364.0,PA,MD
5305,2009,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,92579.0,364.0,PA,MD
5306,2009,University of Pittsburgh,Agency for Healthcare Research and Quality,104761.0,304.0,PA,MD
5307,2009,University of Pittsburgh,National Institute of General Medical Sciences,280921.0,364.0,PA,MD
5308,2009,University of Pittsburgh,National Institute of Mental Health,292655.0,364.0,PA,MD
5309,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,301640.0,364.0,PA,MD
5310,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,361332.0,350.0,PA,MD
5311,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,300371.0,729.0,PA,MD
5312,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,165703.0,729.0,PA,MD
5313,2009,University of Pittsburgh,National Eye Institute,378750.0,364.0,PA,MD
5314,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,353306.0,364.0,PA,MD
5315,2009,University of Pittsburgh,National Institute of General Medical Sciences,225288.0,729.0,PA,MD
5316,2009,University of Pittsburgh,National Cancer Institute,282150.0,364.0,PA,MD
5317,2009,University of Pittsburgh,National Heart Lung and Blood Institute,762888.0,273.0,PA,MD
5318,2009,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,320391.0,364.0,PA,MD
5319,2009,University of Pittsburgh,National Institute on Drug Abuse,143756.0,514.0,PA,MD
5320,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,772499.0,364.0,PA,MD
5321,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,402829.0,212.0,PA,MD
5322,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,1080.0,360.0,PA,MD
5323,2009,University of Pittsburgh,National Heart Lung and Blood Institute,191634.0,729.0,PA,MD
5324,2009,University of Pittsburgh,National Heart Lung and Blood Institute,158000.0,211.0,PA,MD
5325,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,485889.0,729.0,PA,MD
5326,2009,University of Pittsburgh,National Institute of Mental Health,499106.0,335.0,PA,MD
5327,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,1080.0,364.0,PA,MD
5328,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,51710.0,364.0,PA,MD
5329,2009,University of Pittsburgh,National Cancer Institute,92319.0,319.0,PA,MD
5330,2009,University of Pittsburgh,National Institute on Drug Abuse,124230.0,730.0,PA,MD
5331,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,500000.0,282.0,PA,NC
5332,2009,University of Pittsburgh,National Institute of Nursing Research,39990.0,364.0,PA,MD
5333,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,741303.0,913.0,PA,NC
5334,2009,University of Pittsburgh,National Center for Complementary and Integrative Health,82333.0,729.0,PA,MD
5335,2009,University of Pittsburgh,National Cancer Institute,197708.0,729.0,PA,MD
5336,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,500000.0,335.0,PA,MD
5337,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,477892.0,304.0,PA,MD
5338,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,215672.0,145.0,PA,MD
5339,2009,University of Pittsburgh,National Institute of Nursing Research,552601.0,364.0,PA,MD
5340,2009,University of Pittsburgh,National Center for Research Resources,999999.0,729.0,PA,MD
5341,2009,University of Pittsburgh,National Heart Lung and Blood Institute,224067.0,364.0,PA,MD
5342,2009,University of Pittsburgh,National Heart Lung and Blood Institute,237814.0,364.0,PA,MD
5343,2009,University of Pittsburgh,National Institute of Mental Health,161337.0,318.0,PA,MD
5344,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,413570.0,364.0,PA,MD
5345,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,408142.0,1095.0,PA,MD
5346,2009,University of Pittsburgh,National Heart Lung and Blood Institute,622085.0,364.0,PA,MD
5347,2009,University of Pittsburgh,National Center for Research Resources,30000.0,364.0,PA,MD
5348,2009,University of Pittsburgh,National Heart Lung and Blood Institute,365947.0,729.0,PA,MD
5349,2009,University of Pittsburgh,National Library of Medicine,362514.0,472.0,PA,MD
5350,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,549175.0,364.0,PA,MD
5351,2009,University of Pittsburgh,National Center for Complementary and Integrative Health,124929.0,275.0,PA,MD
5352,2009,University of Pittsburgh,National Heart Lung and Blood Institute,189375.0,364.0,PA,MD
5353,2009,University of Pittsburgh,National Heart Lung and Blood Institute,389352.0,364.0,PA,MD
5354,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,126225.0,364.0,PA,MD
5355,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,87575.0,364.0,PA,MD
5356,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,36134.0,364.0,PA,MD
5357,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,788259.0,364.0,PA,MD
5358,2009,University of Pittsburgh,National Institute of Mental Health,334377.0,729.0,PA,MD
5359,2009,University of Pittsburgh,National Cancer Institute,282150.0,364.0,PA,MD
5360,2009,University of Pittsburgh,National Institute on Aging,427582.0,364.0,PA,MD
5361,2009,University of Pittsburgh,National Heart Lung and Blood Institute,586202.0,364.0,PA,MD
5362,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1025734.0,335.0,PA,MD
5363,2009,University of Pittsburgh,National Cancer Institute,267772.0,1095.0,PA,MD
5364,2009,University of Pittsburgh,National Institute of General Medical Sciences,270248.0,364.0,PA,MD
5365,2009,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,166559.0,364.0,PA,MD
5366,2009,University of Pittsburgh,National Center for Research Resources,756918.0,339.0,PA,MD
5367,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,162111.0,364.0,PA,MD
5368,2009,University of Pittsburgh,National Heart Lung and Blood Institute,438430.0,364.0,PA,MD
5369,2009,University of Pittsburgh,National Heart Lung and Blood Institute,371250.0,364.0,PA,MD
5370,2009,University of Pittsburgh,National Institute of General Medical Sciences,255954.0,364.0,PA,MD
5371,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,9089.0,122.0,PA,MD
5372,2009,University of Pittsburgh,National Heart Lung and Blood Institute,401540.0,364.0,PA,MD
5373,2009,University of Pittsburgh,National Heart Lung and Blood Institute,371070.0,364.0,PA,MD
5374,2009,University of Pittsburgh,National Institute on Aging,466821.0,364.0,PA,MD
5375,2009,University of Pittsburgh,National Institute of Mental Health,154633.0,698.0,PA,MD
5376,2009,University of Pittsburgh,National Eye Institute,378750.0,364.0,PA,MD
5377,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,46176.0,364.0,PA,MD
5378,2009,University of Pittsburgh,National Cancer Institute,173638.0,387.0,PA,MD
5379,2009,University of Pittsburgh,National Heart Lung and Blood Institute,130152.0,364.0,PA,MD
5380,2009,University of Pittsburgh,National Institute of Mental Health,428230.0,364.0,PA,MD
5381,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,437522.0,355.0,PA,MD
5382,2009,University of Pittsburgh,National Institute of Mental Health,127397.0,364.0,PA,MD
5383,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,364196.0,364.0,PA,MD
5384,2009,University of Pittsburgh,National Institute of Mental Health,194096.0,333.0,PA,MD
5385,2009,University of Pittsburgh,National Institute of Mental Health,1324864.0,729.0,PA,MD
5386,2009,University of Pittsburgh,National Cancer Institute,2156287.0,353.0,PA,MD
5387,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,279026.0,364.0,PA,MD
5388,2009,University of Pittsburgh,National Institute of General Medical Sciences,47210.0,364.0,PA,MD
5389,2009,University of Pittsburgh,National Institute on Drug Abuse,342674.0,364.0,PA,MD
5390,2009,University of Pittsburgh,National Institute on Drug Abuse,802263.0,364.0,PA,MD
5391,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,98861.0,578.0,PA,MD
5392,2009,University of Pittsburgh,National Institute on Aging,289685.0,350.0,PA,MD
5393,2009,University of Pittsburgh,National Institute of General Medical Sciences,233836.0,364.0,PA,MD
5394,2009,University of Pittsburgh,National Institute on Drug Abuse,327443.0,364.0,PA,MD
5395,2009,University of Pittsburgh,National Cancer Institute,250100.0,364.0,PA,MD
5396,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,566827.0,364.0,PA,MD
5397,2009,University of Pittsburgh,National Institute of Nursing Research,186234.0,364.0,PA,MD
5398,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,328441.0,364.0,PA,NC
5399,2009,University of Pittsburgh,National Institute on Aging,1151713.0,364.0,PA,MD
5400,2009,University of Pittsburgh,National Institute of Mental Health,110582.0,364.0,PA,MD
5401,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,22248.0,183.0,PA,MD
5402,2009,University of Pittsburgh,National Cancer Institute,291448.0,364.0,PA,MD
5403,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,164987.0,364.0,PA,MD
5404,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,75750.0,344.0,PA,MD
5405,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,221070.0,364.0,PA,NC
5406,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,72745.0,364.0,PA,MD
5407,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,906157.0,364.0,PA,MD
5408,2009,University of Pittsburgh,National Heart Lung and Blood Institute,801522.0,364.0,PA,MD
5409,2009,University of Pittsburgh,National Heart Lung and Blood Institute,378750.0,333.0,PA,MD
5410,2009,University of Pittsburgh,National Heart Lung and Blood Institute,382258.0,364.0,PA,MD
5411,2009,University of Pittsburgh,National Cancer Institute,455105.0,324.0,PA,MD
5412,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,465797.0,364.0,PA,MD
5413,2009,University of Pittsburgh,National Institute of Mental Health,99290.0,548.0,PA,MD
5414,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,189375.0,360.0,PA,MD
5415,2009,University of Pittsburgh,National Library of Medicine,231412.0,364.0,PA,MD
5416,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,373864.0,729.0,PA,MD
5417,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,122957.0,729.0,PA,MD
5418,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,331406.0,350.0,PA,MD
5419,2009,University of Pittsburgh,National Institute of Mental Health,377373.0,364.0,PA,MD
5420,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,312890.0,364.0,PA,MD
5421,2009,University of Pittsburgh,National Institute of Mental Health,171515.0,274.0,PA,MD
5422,2009,University of Pittsburgh,National Cancer Institute,223186.0,364.0,PA,MD
5423,2009,University of Pittsburgh,National Cancer Institute,272374.0,364.0,PA,MD
5424,2009,University of Pittsburgh,National Institute on Aging,152390.0,364.0,PA,MD
5425,2009,University of Pittsburgh,National Center for Complementary and Integrative Health,260000.0,1095.0,PA,MD
5426,2009,University of Pittsburgh,National Heart Lung and Blood Institute,261772.0,729.0,PA,MD
5427,2009,University of Pittsburgh,National Heart Lung and Blood Institute,657060.0,364.0,PA,MD
5428,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,578748.0,364.0,PA,MD
5429,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,233872.0,729.0,PA,MD
5430,2009,University of Pittsburgh,National Heart Lung and Blood Institute,2509571.0,355.0,PA,MD
5431,2009,University of Pittsburgh,National Cancer Institute,84840.0,729.0,PA,MD
5432,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,90855.0,715.0,PA,MD
5433,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,32573.0,183.0,PA,NC
5434,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,39590.0,148.0,PA,MD
5435,2009,University of Pittsburgh,National Institute of General Medical Sciences,138683.0,456.0,PA,MD
5436,2009,University of Pittsburgh,National Institute of General Medical Sciences,79112.0,341.0,PA,MD
5437,2009,University of Pittsburgh,National Library of Medicine,130902.0,396.0,PA,MD
5438,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,142410.0,913.0,PA,MD
5439,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,117503.0,729.0,PA,MD
5440,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,305278.0,729.0,PA,MD
5441,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,63300.0,348.0,PA,MD
5442,2009,University of Pittsburgh,National Heart Lung and Blood Institute,366578.0,314.0,PA,MD
5443,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,115035.0,242.0,PA,MD
5444,2009,University of Pittsburgh,National Institute of General Medical Sciences,174056.0,729.0,PA,MD
5445,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,89758.0,350.0,PA,NC
5446,2009,University of Pittsburgh,National Cancer Institute,1092383.0,337.0,PA,MD
5447,2009,University of Pittsburgh,National Institute on Drug Abuse,9451.0,517.0,PA,MD
5448,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,232975.0,363.0,PA,MD
5449,2009,University of Pittsburgh,NIH Office of the Director,2272500.0,1461.0,PA,MD
5450,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,1340586.0,335.0,PA,MD
5451,2009,University of Pittsburgh,National Institute of General Medical Sciences,151283.0,547.0,PA,MD
5452,2009,University of Pittsburgh,National Cancer Institute,516514.0,425.0,PA,MD
5453,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,416651.0,364.0,PA,MD
5454,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,281713.0,364.0,PA,MD
5455,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,340133.0,364.0,PA,MD
5456,2009,University of Pittsburgh,National Institute of Mental Health,348926.0,364.0,PA,MD
5457,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,421394.0,729.0,PA,MD
5458,2009,University of Pittsburgh,National Institute of Mental Health,142445.0,364.0,PA,MD
5459,2009,University of Pittsburgh,National Heart Lung and Blood Institute,408192.0,729.0,PA,MD
5460,2009,University of Pittsburgh,National Institute of Mental Health,462068.0,272.0,PA,MD
5461,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,109001.0,548.0,PA,MD
5462,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,89449.0,364.0,PA,MD
5463,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,133501.0,364.0,PA,MD
5464,2009,University of Pittsburgh,National Institute of Mental Health,272698.0,364.0,PA,MD
5465,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,178741.0,364.0,PA,MD
5466,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,241544.0,364.0,PA,MD
5467,2009,University of Pittsburgh,National Institute of Biomedical Imaging and Bioengineering,267240.0,364.0,PA,MD
5468,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,313741.0,364.0,PA,MD
5469,2009,University of Pittsburgh,National Cancer Institute,365947.0,364.0,PA,MD
5470,2009,University of Pittsburgh,National Cancer Institute,314363.0,303.0,PA,MD
5471,2009,University of Pittsburgh,National Heart Lung and Blood Institute,373286.0,364.0,PA,MD
5472,2009,University of Pittsburgh,National Institute of Mental Health,175597.0,729.0,PA,MD
5473,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,352001.0,364.0,PA,MD
5474,2009,University of Pittsburgh,National Cancer Institute,1091197.0,338.0,PA,MD
5475,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,1407715.0,364.0,PA,MD
5476,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,98850.0,700.0,PA,MD
5477,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,90764.0,364.0,PA,MD
5478,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,67580.0,343.0,PA,MD
5479,2009,University of Pittsburgh,National Cancer Institute,246317.0,364.0,PA,MD
5480,2009,University of Pittsburgh,National Center for Research Resources,997916.0,1095.0,PA,MD
5481,2009,University of Pittsburgh,National Cancer Institute,49992.0,1095.0,PA,MD
5482,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,132000.0,852.0,PA,MD
5483,2009,University of Pittsburgh,National Cancer Institute,300000.0,310.0,PA,MD
5484,2009,University of Pittsburgh,National Institute on Aging,5000.0,180.0,PA,MD
5485,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,68540.0,348.0,PA,MD
5486,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,16903.0,364.0,PA,MD
5487,2009,University of Pittsburgh,National Center for Research Resources,465856.0,273.0,PA,MD
5488,2009,University of Pittsburgh,National Institute of Mental Health,431376.0,364.0,PA,MD
5489,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,615231.0,364.0,PA,MD
5490,2009,University of Pittsburgh,National Institute on Drug Abuse,336424.0,364.0,PA,MD
5491,2009,University of Pittsburgh,National Institute of Mental Health,28819.0,364.0,PA,MD
5492,2009,University of Pittsburgh,National Institute of General Medical Sciences,259548.0,364.0,PA,MD
5493,2009,University of Pittsburgh,National Institute of Dental and Craniofacial Research,454500.0,364.0,PA,MD
5494,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,222852.0,364.0,PA,MD
5495,2009,University of Pittsburgh,National Institute of General Medical Sciences,292266.0,364.0,PA,MD
5496,2009,University of Pittsburgh,National Heart Lung and Blood Institute,835848.0,364.0,PA,MD
5497,2009,University of Pittsburgh,National Institute of Mental Health,668944.0,364.0,PA,MD
5498,2009,University of Pittsburgh,National Institute of Nursing Research,47210.0,364.0,PA,MD
5499,2009,University of Pittsburgh,National Cancer Institute,240178.0,296.0,PA,MD
5500,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,326857.0,364.0,PA,MD
5501,2009,University of Pittsburgh,National Institute of General Medical Sciences,25855.0,180.0,PA,MD
5502,2009,University of Pittsburgh,National Institute of Environmental Health Sciences,46176.0,364.0,PA,NC
5503,2009,University of Pittsburgh,National Institute of General Medical Sciences,10000.0,545.0,PA,MD
5504,2009,University of Pittsburgh,National Institute on Drug Abuse,421780.0,729.0,PA,MD
5505,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,109486.0,679.0,PA,MD
5506,2009,University of Pittsburgh,National Institute of Mental Health,1595361.0,364.0,PA,MD
5507,2009,University of Pittsburgh,National Institute of Mental Health,171515.0,364.0,PA,MD
5508,2009,University of Pittsburgh,National Heart Lung and Blood Institute,75750.0,354.0,PA,MD
5509,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,248630.0,359.0,PA,MD
5510,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,331455.0,364.0,PA,MD
5511,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,325713.0,335.0,PA,MD
5512,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,416625.0,364.0,PA,MD
5513,2009,University of Pittsburgh,National Institute on Aging,243699.0,350.0,PA,MD
5514,2009,University of Pittsburgh,National Institute on Drug Abuse,782351.0,289.0,PA,MD
5515,2009,University of Pittsburgh,National Institute of General Medical Sciences,548503.0,304.0,PA,MD
5516,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,91476.0,353.0,PA,MD
5517,2009,University of Pittsburgh,National Institute on Aging,997557.0,350.0,PA,MD
5518,2009,University of Pittsburgh,National Institute of Mental Health,310123.0,243.0,PA,MD
5519,2009,University of Pittsburgh,National Cancer Institute,100859.0,361.0,PA,MD
5520,2009,University of Pittsburgh,National Heart Lung and Blood Institute,423645.0,273.0,PA,MD
5521,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,189375.0,364.0,PA,MD
5522,2009,University of Pittsburgh,National Institute on Aging,29325.0,364.0,PA,MD
5523,2009,University of Pittsburgh,Eunice Kennedy Shriver National Institute of Child Health and Human Development,439312.0,364.0,PA,MD
5524,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,289685.0,364.0,PA,MD
5525,2009,University of Pittsburgh,National Institute on Deafness and Other Communication Disorders,268823.0,454.0,PA,MD
5526,2009,University of Pittsburgh,National Heart Lung and Blood Institute,353420.0,1094.0,PA,MD
5527,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,719298.0,364.0,PA,MD
5528,2009,University of Pittsburgh,National Institute of Allergy and Infectious Diseases,373339.0,364.0,PA,MD
5529,2009,University of Pittsburgh,National Heart Lung and Blood Institute,121443.0,364.0,PA,MD
5530,2009,University of Pittsburgh,National Cancer Institute,426471.0,364.0,PA,MD
5531,2009,University of Pittsburgh,National Institute on Drug Abuse,151500.0,729.0,PA,MD
5532,2009,University of Pittsburgh,National Institute of Mental Health,508362.0,341.0,PA,MD
5533,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,365385.0,364.0,PA,MD
5534,2009,University of Pittsburgh,National Heart Lung and Blood Institute,716866.0,364.0,PA,MD
5535,2009,University of Pittsburgh,National Cancer Institute,115022.0,364.0,PA,MD
5536,2009,University of Pittsburgh,John E. Fogarty International Center for Advanced Study in the Health Sciences,193010.0,364.0,PA,MD
5537,2009,University of Pittsburgh,National Institute of Arthritis and Musculoskeletal and Skin Diseases,315722.0,364.0,PA,MD
5538,2009,University of Pittsburgh,National Institute of General Medical Sciences,120808.0,364.0,PA,MD
5539,2009,University of Pittsburgh,National Institute on Aging,155288.0,729.0,PA,MD
5540,2009,University of Pittsburgh,National Institute of Mental Health,255446.0,302.0,PA,MD
5541,2009,University of Pittsburgh,National Institute of Mental Health,140861.0,364.0,PA,MD
5542,2009,University of Pittsburgh,National Institute of Mental Health,242918.0,364.0,PA,MD
5543,2009,University of Pittsburgh,National Institute of Nursing Research,75750.0,729.0,PA,MD
5544,2009,University of Pittsburgh,National Institute of General Medical Sciences,1374946.0,364.0,PA,MD
5545,2009,University of Pittsburgh,National Institute of Mental Health,37875.0,364.0,PA,MD
5546,2009,University of Pittsburgh,National Institute of Nursing Research,567469.0,364.0,PA,MD
5547,2009,University of Pittsburgh,National Institute on Alcohol Abuse and Alcoholism,319722.0,364.0,PA,MD
5548,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,303000.0,364.0,PA,MD
5549,2009,University of Pittsburgh,National Cancer Institute,166650.0,348.0,PA,MD
5550,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,331406.0,364.0,PA,MD
5551,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,260109.0,364.0,PA,MD
5552,2009,University of Pittsburgh,Agency for Healthcare Research and Quality,400312.0,729.0,PA,MD
5553,2009,University of Pittsburgh,National Institute of General Medical Sciences,1948857.0,364.0,PA,MD
5554,2009,University of Pittsburgh,National Institute of Nursing Research,702305.0,334.0,PA,MD
5555,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,352517.0,364.0,PA,MD
5556,2009,University of Pittsburgh,National Heart Lung and Blood Institute,260112.0,345.0,PA,MD
5557,2009,University of Pittsburgh,National Cancer Institute,439968.0,659.0,PA,MD
5558,2009,University of Pittsburgh,Agency for Healthcare Research and Quality,383252.0,304.0,PA,MD
5559,2009,University of Pittsburgh,National Institute of Mental Health,631422.0,364.0,PA,MD
5560,2009,University of Pittsburgh,National Institute on Aging,91302.0,335.0,PA,MD
5561,2009,University of Pittsburgh,National Institute on Aging,123596.0,364.0,PA,MD
5562,2009,University of Pittsburgh,National Institute of Mental Health,66879.0,364.0,PA,MD
5563,2009,University of Pittsburgh,National Institute of Mental Health,237753.0,364.0,PA,MD
5564,2009,University of Pittsburgh,National Institute of Neurological Disorders and Stroke,94361.0,364.0,PA,MD
5565,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,263812.0,364.0,PA,MD
5566,2009,University of Pittsburgh,National Institute of Diabetes and Digestive and Kidney Diseases,47548.0,364.0,PA,MD
5567,2009,University of Pittsburgh,National Institute of General Medical Sciences,341282.0,364.0,PA,MD
